Country,Indicator,Year,Value
Saint Helena,"International migrant stocka,m(000/% of total pop.)",2015,0.4 /        6.4
Saint Helena,"International migrant stocka,m(000/% of total pop.)",2021,0.4 /        7.2k
Saint Helena,Urban populationd(% of total population),2010,39.5
Saint Helena,Urban populationd(% of total population),2015,39.5
Saint Helena,Urban populationd(% of total population),2021,39.9e
Saint Helena,Intentional homicide rate(per 100 000 pop.),2010,0n
Saint Helena,Intentional homicide rate(per 100 000 pop.),2015,...
Saint Helena,Intentional homicide rate(per 100 000 pop.),2021,...
Saint Kitts and Nevis,Population growth rateh(average annual %),2010,0.9
Saint Kitts and Nevis,Population growth rateh(average annual %),2015,0.9
Saint Kitts and Nevis,Population growth rateh(average annual %),2021,0.8e
Saint Kitts and Nevis,Urban population growth rateh(average annual %),2010,0.7
Saint Kitts and Nevis,Urban population growth rateh(average annual %),2015,0.8
Saint Kitts and Nevis,Urban population growth rateh(average annual %),2021,...
Saint Kitts and Nevis,International migrant stocki(000/% of total pop.),2010,7.2 /       14.8
Saint Kitts and Nevis,International migrant stocki(000/% of total pop.),2015,7.4 /       14.5
Saint Kitts and Nevis,International migrant stocki(000/% of total pop.),2021,7.7 /       14.5e
Saint Kitts and Nevis,Health: Physicians(per 1 000 pop.),2010,...
Saint Kitts and Nevis,Health: Physicians(per 1 000 pop.),2015,2.7
Saint Kitts and Nevis,Health: Physicians(per 1 000 pop.),2021,2.8d
Saint Kitts and Nevis,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,110.6 /      116.5
Saint Kitts and Nevis,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,107.9 /      108.7
Saint Kitts and Nevis,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,107.1 /      110.4k
Saint Kitts and Nevis,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,100.0 /       92.8g
Saint Kitts and Nevis,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,99.9 /      100.1
Saint Kitts and Nevis,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,103.5 /       98.1k
Saint Kitts and Nevis,Seats held by women in national parliaments(%),2010,6.7
Saint Kitts and Nevis,Seats held by women in national parliaments(%),2015,6.7
Saint Kitts and Nevis,Seats held by women in national parliaments(%),2021,25m
Saint Kitts and Nevis,Urban population(% of total population),2010,31.3
Saint Kitts and Nevis,Urban population(% of total population),2015,30.8
Saint Kitts and Nevis,Urban population(% of total population),2021,30.8b
Saint Kitts and Nevis,Refugees and others of concern to UNHCR(000),2010,...
Saint Kitts and Nevis,Refugees and others of concern to UNHCR(000),2015,~0.0
Saint Kitts and Nevis,Refugees and others of concern to UNHCR(000),2021,~0.0e
Saint Kitts and Nevis,Health: Current expenditureg(% of GDP),2010,5.3
Saint Kitts and Nevis,Health: Current expenditureg(% of GDP),2015,5.3
Saint Kitts and Nevis,Health: Current expenditureg(% of GDP),2021,5.3d
Saint Kitts and Nevis,Education: Government expenditure(% of GDP),2010,4.2j
Saint Kitts and Nevis,Education: Government expenditure(% of GDP),2015,2.6
Saint Kitts and Nevis,Education: Government expenditure(% of GDP),2021,...
Saint Kitts and Nevis,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,105.2 /      107.4g
Saint Kitts and Nevis,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,107.5 /      108.3
Saint Kitts and Nevis,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,108.7 /      105.1k
Saint Kitts and Nevis,Intentional homicide rate(per 100 000 pop.),2010,42.8
Saint Kitts and Nevis,Intentional homicide rate(per 100 000 pop.),2015,36.1l
Saint Kitts and Nevis,Intentional homicide rate(per 100 000 pop.),2021,...
Saint Lucia,Population growth ratem(average annual %),2010,1.3
Saint Lucia,Population growth ratem(average annual %),2015,0.6
Saint Lucia,Population growth ratem(average annual %),2021,0.5f
Saint Lucia,Urban population growth ratem(average annual %),2010,-3.4
Saint Lucia,Urban population growth ratem(average annual %),2015,0.6
Saint Lucia,Urban population growth ratem(average annual %),2021,...
Saint Lucia,"Life expectancy at birthm(females/males, years)",2010,76.0 /       73.0
Saint Lucia,"Life expectancy at birthm(females/males, years)",2015,76.6 /       73.9
Saint Lucia,"Life expectancy at birthm(females/males, years)",2021,77.4 /       74.7f
Saint Lucia,International migrant stockn(000/% of total pop.),2010,9.0 /        5.2
Saint Lucia,International migrant stockn(000/% of total pop.),2015,8.7 /        4.8
Saint Lucia,International migrant stockn(000/% of total pop.),2021,8.3 /        4.5f
Saint Lucia,Infant mortality ratem(per 1 000 live births),2010,16.3
Saint Lucia,Infant mortality ratem(per 1 000 live births),2015,16
Saint Lucia,Infant mortality ratem(per 1 000 live births),2021,12.5f
Saint Lucia,Health: Physicians(per 1 000 pop.),2010,1.6
Saint Lucia,Health: Physicians(per 1 000 pop.),2015,1.9p
Saint Lucia,Health: Physicians(per 1 000 pop.),2021,0.6q
Saint Lucia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,98.0 /      103.2r
Saint Lucia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,99.5 /      102.8
Saint Lucia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,103.3 /      101.4c
Saint Lucia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,93.6 /       89.1
Saint Lucia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,83.3 /       81.5
Saint Lucia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,87.0 /       88.2c
Saint Lucia,Seats held by women in national parliaments(%),2010,11.1
Saint Lucia,Seats held by women in national parliaments(%),2015,16.7
Saint Lucia,Seats held by women in national parliaments(%),2021,16.7s
Saint Lucia,Urban population(% of total population),2010,18.4
Saint Lucia,Urban population(% of total population),2015,18.5
Saint Lucia,Urban population(% of total population),2021,18.8c
Saint Lucia,"Fertility rate, totalm(live births per woman)",2010,1.6
Saint Lucia,"Fertility rate, totalm(live births per woman)",2015,1.5
Saint Lucia,"Fertility rate, totalm(live births per woman)",2021,1.4f
Saint Lucia,"Population age distribution(0-14/60+ years old, %)",2010,23.2 /       11.9
Saint Lucia,"Population age distribution(0-14/60+ years old, %)",2015,19.8 /       12.9
Saint Lucia,"Population age distribution(0-14/60+ years old, %)",2021,17.7 /       15.4a
Saint Lucia,Refugees and others of concern to UNHCR(000),2010,~0.0o
Saint Lucia,Refugees and others of concern to UNHCR(000),2015,0.1
Saint Lucia,Refugees and others of concern to UNHCR(000),2021,~0.0f
Saint Lucia,Health: Current expenditurek(% of GDP),2010,5.3
Saint Lucia,Health: Current expenditurek(% of GDP),2015,4.6
Saint Lucia,Health: Current expenditurek(% of GDP),2021,4.4e
Saint Lucia,Education: Government expenditure(% of GDP),2010,3.5k
Saint Lucia,Education: Government expenditure(% of GDP),2015,3.9
Saint Lucia,Education: Government expenditure(% of GDP),2021,3.3c
Saint Lucia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,93.3 /       94.4
Saint Lucia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,88.1 /       88.9
Saint Lucia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,88.6 /       91.1c
Saint Lucia,Intentional homicide rate(per 100 000 pop.),2010,25.3
Saint Lucia,Intentional homicide rate(per 100 000 pop.),2015,15.6
Saint Lucia,Intentional homicide rate(per 100 000 pop.),2021,21.4e
Saint Pierre and Miquelon,Population growth ratef(average annual %),2010,0.8
Saint Pierre and Miquelon,Population growth ratef(average annual %),2015,-1.2
Saint Pierre and Miquelon,Population growth ratef(average annual %),2021,-0.7d
Saint Pierre and Miquelon,Urban population growth ratef(average annual %),2010,~0.0
Saint Pierre and Miquelon,Urban population growth ratef(average annual %),2015,0.1
Saint Pierre and Miquelon,Urban population growth ratef(average annual %),2021,...
Saint Pierre and Miquelon,International migrant stock(000/% of total pop.),2010,1.0 /       16.0
Saint Pierre and Miquelon,International migrant stock(000/% of total pop.),2015,1.0 /       16.5
Saint Pierre and Miquelon,International migrant stock(000/% of total pop.),2021,1.0 /       17.2d
Saint Pierre and Miquelon,Urban population(% of total population),2010,89.9
Saint Pierre and Miquelon,Urban population(% of total population),2015,89.9
Saint Pierre and Miquelon,Urban population(% of total population),2021,89.9b
Saint Pierre and Miquelon,Intentional homicide rate(per 100 000 pop.),2010,15.8g
Saint Pierre and Miquelon,Intentional homicide rate(per 100 000 pop.),2015,...
Saint Pierre and Miquelon,Intentional homicide rate(per 100 000 pop.),2021,...
Saint Vincent and the Grenadines,Population growth rateh(average annual %),2010,-0.1
Saint Vincent and the Grenadines,Population growth rateh(average annual %),2015,0.2
Saint Vincent and the Grenadines,Population growth rateh(average annual %),2021,0.3e
Saint Vincent and the Grenadines,Urban population growth rateh(average annual %),2010,0.9
Saint Vincent and the Grenadines,Urban population growth rateh(average annual %),2015,0.8
Saint Vincent and the Grenadines,Urban population growth rateh(average annual %),2021,...
Saint Vincent and the Grenadines,"Life expectancy at birthh(females/males, years)",2010,74.1 /       69.4
Saint Vincent and the Grenadines,"Life expectancy at birthh(females/males, years)",2015,74.5 /       69.6
Saint Vincent and the Grenadines,"Life expectancy at birthh(females/males, years)",2021,74.9 /       70.1e
Saint Vincent and the Grenadines,International migrant stocki(000/% of total pop.),2010,4.6 /        4.2
Saint Vincent and the Grenadines,International migrant stocki(000/% of total pop.),2015,4.6 /        4.2
Saint Vincent and the Grenadines,International migrant stocki(000/% of total pop.),2021,4.7 /        4.3e
Saint Vincent and the Grenadines,Infant mortality rateh(per 1 000 live births),2010,19.5
Saint Vincent and the Grenadines,Infant mortality rateh(per 1 000 live births),2015,17.4
Saint Vincent and the Grenadines,Infant mortality rateh(per 1 000 live births),2021,14.6e
Saint Vincent and the Grenadines,Health: Physicians(per 1 000 pop.),2010,0.7
Saint Vincent and the Grenadines,Health: Physicians(per 1 000 pop.),2015,0.9j
Saint Vincent and the Grenadines,Health: Physicians(per 1 000 pop.),2021,...
Saint Vincent and the Grenadines,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,106.2 /      111.9
Saint Vincent and the Grenadines,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,109.7 /      110.7
Saint Vincent and the Grenadines,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,112.7 /      114.1d
Saint Vincent and the Grenadines,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,102.5 /       81.6
Saint Vincent and the Grenadines,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,94.0 /       80.9
Saint Vincent and the Grenadines,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,102.8 /       85.3d
Saint Vincent and the Grenadines,Seats held by women in national parliaments(%),2010,21.7
Saint Vincent and the Grenadines,Seats held by women in national parliaments(%),2015,13
Saint Vincent and the Grenadines,Seats held by women in national parliaments(%),2021,18.2l
Saint Vincent and the Grenadines,Urban population(% of total population),2010,49
Saint Vincent and the Grenadines,Urban population(% of total population),2015,51
Saint Vincent and the Grenadines,Urban population(% of total population),2021,52.6b
Saint Vincent and the Grenadines,"Fertility rate, totalh(live births per woman)",2010,2.1
Saint Vincent and the Grenadines,"Fertility rate, totalh(live births per woman)",2015,2
Saint Vincent and the Grenadines,"Fertility rate, totalh(live births per woman)",2021,1.9e
Saint Vincent and the Grenadines,"Population age distribution(0-14/60+ years old, %)",2010,25.8 /       11.3
Saint Vincent and the Grenadines,"Population age distribution(0-14/60+ years old, %)",2015,23.7 /       13.2
Saint Vincent and the Grenadines,"Population age distribution(0-14/60+ years old, %)",2021,21.6 /       15.1a
Saint Vincent and the Grenadines,Refugees and others of concern to UNHCR(000),2010,...
Saint Vincent and the Grenadines,Refugees and others of concern to UNHCR(000),2015,...
Saint Vincent and the Grenadines,Refugees and others of concern to UNHCR(000),2021,~0.0e
Saint Vincent and the Grenadines,Health: Current expendituref(% of GDP),2010,4.6
Saint Vincent and the Grenadines,Health: Current expendituref(% of GDP),2015,4.1
Saint Vincent and the Grenadines,Health: Current expendituref(% of GDP),2021,4.5d
Saint Vincent and the Grenadines,Education: Government expenditure(% of GDP),2010,5.1
Saint Vincent and the Grenadines,Education: Government expenditure(% of GDP),2015,...
Saint Vincent and the Grenadines,Education: Government expenditure(% of GDP),2021,5.7d
Saint Vincent and the Grenadines,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,110.7 /      105.5
Saint Vincent and the Grenadines,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,107.7 /      107.1
Saint Vincent and the Grenadines,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,108.7 /      105.9d
Saint Vincent and the Grenadines,Intentional homicide rate(per 100 000 pop.),2010,23.1
Saint Vincent and the Grenadines,Intentional homicide rate(per 100 000 pop.),2015,25.8j
Saint Vincent and the Grenadines,Intentional homicide rate(per 100 000 pop.),2021,36.5k
Samoa,Population growth ratei(average annual %),2010,0.7
Samoa,Population growth ratei(average annual %),2015,0.8
Samoa,Population growth ratei(average annual %),2021,0.5d
Samoa,Urban population growth ratei(average annual %),2010,-0.4
Samoa,Urban population growth ratei(average annual %),2015,-0.4
Samoa,Urban population growth ratei(average annual %),2021,...
Samoa,"Life expectancy at birthi(females/males, years)",2010,73.5 /       68.8
Samoa,"Life expectancy at birthi(females/males, years)",2015,74.5 /       70.2
Samoa,"Life expectancy at birthi(females/males, years)",2021,75.2 /       71.1d
Samoa,International migrant stockj(000/% of total pop.),2010,5.1 /        2.8
Samoa,International migrant stockj(000/% of total pop.),2015,4.3 /        2.2
Samoa,International migrant stockj(000/% of total pop.),2021,4.0 /        2.0d
Samoa,Infant mortality ratei(per 1 000 live births),2010,16.6
Samoa,Infant mortality ratei(per 1 000 live births),2015,15.1
Samoa,Infant mortality ratei(per 1 000 live births),2021,13.4d
Samoa,Health: Physicians(per 1 000 pop.),2010,0.3
Samoa,Health: Physicians(per 1 000 pop.),2015,0.5l
Samoa,Health: Physicians(per 1 000 pop.),2021,0.3m
Samoa,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,109.9 /      111.5
Samoa,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,106.4 /      106.4
